vehicle_id;activity_index;arrival_time;end_time;name;location_id;iterations;unassigned_jobs;runtime;distance;SoC;SoC %;Maximum Range;TimeStamp;Duration;Activity_counter
vehicle_LEAD_1;-1;0.0;0.0;start;6068627214;1000;0;39.88986666666667;0.0;8880.0;100.0;8880.0;0.0;0.0;start
vehicle_LEAD_1;162;0.0;1.0;pickupShipment;6068627214;1000;0;39.88986666666667;0.0;8880.0;100.0;8880.0;0.0;1.0;D
vehicle_LEAD_1;202;1.0;2.0;pickupShipment;6068627214;1000;0;39.88986666666667;0.0;8880.0;100.0;8880.0;1.0;1.0;D
vehicle_LEAD_1;168;2.0;3.0;pickupShipment;6068627214;1000;0;39.88986666666667;0.0;8880.0;100.0;8880.0;2.0;1.0;D
vehicle_LEAD_1;116;3.0;4.0;pickupShipment;6068627214;1000;0;39.88986666666667;0.0;8880.0;100.0;8880.0;3.0;1.0;D
vehicle_LEAD_1;163;13.338781322437354;425.0;deliverShipment;5947847660;1000;0;39.88986666666667;0.46693999999999997;8188.835412;92.216615;8880.0;13.338781322437354;411.66121867756266;1
vehicle_LEAD_1;203;425.2019995960008;430.2019995960008;deliverShipment;5947847657;1000;0;39.88986666666667;0.47703999999999996;8173.885392;92.04825891891892;8880.0;425.2019995960008;5.0;2
vehicle_LEAD_1;169;430.3832392335215;435.3832392335215;deliverShipment;5947847658;1000;0;39.88986666666667;0.486102;8160.4718196;91.89720517567568;8880.0;430.3832392335215;5.0;3
vehicle_LEAD_1;117;436.41293717412566;441.41293717412566;deliverShipment;35678579;1000;0;39.88986666666667;0.5375869999999999;8084.263722600001;91.03900588513514;8880.0;436.41293717412566;5.0;4
vehicle_LEAD_1;186;453.51105297789405;454.51105297789405;pickupShipment;6068627214;1000;0;39.88986666666667;1.142494;7188.880381200001;80.95586014864865;8880.0;453.51105297789405;1.0;D
vehicle_LEAD_1;272;454.51105297789405;455.51105297789405;pickupShipment;6068627214;1000;0;39.88986666666667;1.142494;7188.880381200001;80.95586014864865;8880.0;454.51105297789405;1.0;D
vehicle_LEAD_1;16;455.51105297789405;456.51105297789405;pickupShipment;6068627214;1000;0;39.88986666666667;1.142494;7188.880381200001;80.95586014864865;8880.0;455.51105297789405;1.0;D
vehicle_LEAD_1;286;456.51105297789405;457.51105297789405;pickupShipment;6068627214;1000;0;39.88986666666667;1.142494;7188.880381200001;80.95586014864865;8880.0;456.51105297789405;1.0;D
